job_title,company_name,location,is_remote,salary_min,salary_max,skills_required,experience,date_posted,job_url,description
creq252822,Virtusa,Bengaluru,False,,,,,2026-04-07T00:00:00.000Z,https://www.virtusa.com/careers/job-search/in/bangalore/data-platforms/data-analyst-brf/creq252822?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Apply for job with Virtusa in Bangalore, India. Virtusa helps business move forward, faster by combining deep industry expertise and frictionless technology delivery."
Senior Business Analyst / Data Analyst,PriceWaterhouseCoopers Pvt Ltd ( PWC ),IN,False,,,,,2026-04-03T00:00:00.000Z,https://www.shine.com/jobs/senior-business-analyst-data-analyst/pricewaterhousecoopers-pvt-ltd-pwc/18878249?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"As a Senior Associate specializing in Business Analysis and Data Analytics within the Data, Analytics & AI sector at PwC, your role will involve leveraging data to drive insights and support clients in making well-informed business decisions. You will utilize advanced analytics techniques to assist "
Senior Data Analyst,MS CLINICAL RESEARCH,Aizawl,False,,,,,2026-04-06T00:00:00.000Z,https://in.trabajo.org/job-2927-f8ca07d74459ef875ed6eeb3c1873691?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Job Title: Senior Data Analyst – Team Lead

Experience: 8+ Years

Department: Data Analytics / Clinical Data Analytics

Location: Domlur, Bangalore

Reporting To: Director

Role Overview

We are seeking an experienced Senior Data Analyst – Team Lead to oversee data analytics operations, lead a team "
Clinical Data Analyst,Insight Global,Bunghmun,False,,,,,2026-03-20T00:00:00.000Z,https://bebee.com/in/jobs/clinical-data-analyst-insight-global-bunghmun--talent-7550a75f369f,Insight Global is hiring for a Remote Data Analyst to support our global healthcare data technology client. This individual will join a dedicated software development team supporting a clinical data platform used to derive insights across the clinical trial lifecycle. You will work closely with prod
Senior Data Analyst,MS CLINICAL RESEARCH,Aizawl,False,,,,,2026-04-06T00:00:00.000Z,https://in.trabajo.org/job-2927-f8ca07d74459ef875ed6eeb3c1873691,"Job Title: Senior Data Analyst – Team Lead

Experience: 8+ Years

Department: Data Analytics / Clinical Data Analytics

Location: Domlur, Bangalore

Reporting To: Director

Role Overview

We are seeking an experienced Senior Data Analyst – Team Lead to oversee data analytics operations, lead a team "
Tech Mahindra Data Analyst & AI Jobs - Work from Anywhere,Tech Mahindra,,True,20.0,30.0,,,2026-04-10T23:00:00.000Z,https://theelitejob.com/job/13125/tech-mahindra-data-analyst-ai-jobs-work-from-anywhere,"Job Summary:

Tech Mahindra is seeking a highly skilled and motivated Data Analyst & AI Specialist to join our dynamic team. This remote, work-from-anywhere opportunity is ideal for individuals with a strong background in data analysis, artificial intelligence, and machine learning, who are eager to"
Property Data Operations Analyst,"Intercontinental Exchange Holdings, Inc.",Hyderabad,False,,,,,2026-03-26T00:00:00.000Z,https://careers.ice.com/jobs/12521?lang=en-us,"Job Description

Job Purpose
• Conducts analysis, verification, and remediation and communicates the quality of publicly recorded information that is strategically abstracted, keyed, and located by third party vendors.
• Intent is to control content, integrity, and reliability of data through proces"
Lead Data Analyst - Hybrid,Credit Saison India,IN,False,,,,,2026-03-23T00:00:00.000Z,https://bebee.com/in/jobs/lead-data-analyst-hybrid-credit-saison-india--talent-8c99d1e72539,"JD - Lead Data Analyst About Credit Saison India Established in 2019, Credit Saison India (CS India) is one of the country’s fastest growing Non-Bank Financial Company (NBFC) lenders, with verticals in wholesale, direct lending and tech-enabled partnerships with Non-Bank Financial Companies (NBFCs) "
"Data Analyst, Business Modelling, India- X Delivery - Gurgaon",Boston Consulting Group,Gurugram,False,,,,,2026-04-05T00:00:00.000Z,https://in.jooble.org/jdp/-2612530464370212562,"Data Analyst, Business Modelling, India- X Delivery - Gurgaon, India

Locations : Gurgaon | Bengaluru

Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business"
Senior Data Analyst III,Ruder Finn India,Navi Mumbai,False,,,,,2026-04-05T00:00:00.000Z,https://in.trabajo.org/job-3186-4c11e34f65a3c7cacbaf1e73e8f8ed45,"About the Company:

Ruder Finn is seeking a Senior Data Analyst (Data Analyst III) to join its award-winning Emerging Technology & Analytics team. The chosen candidate will support the agency’s new business efforts by spearheading the research activities such as but not limited to earned media analy"
Analyst - BBS Analytics,Bunge,IN,False,,,,,2026-03-27T00:00:00.000Z,https://jobs.bunge.com/job/Bhurai-In-Analyst-BBS-Analytics-PB-160059/1262839101/,"Location : Mohali

City : Mohali

State : Punjab (IN-PB)

Country : India (IN)

Requisition Number : 42217

Business Title Analyst – BBS Analytics

Role Purpose Statement Analyst - Analytics will be responsible for generating Tableau Dashboards for multiple use cases within Bunge Business Services f"
Business Analyst,Scoutit,Bagaluru,False,,,,,2026-04-10T00:00:00.000Z,https://in.linkedin.com/jobs/view/business-analyst-at-scoutit-4398123270,"We're looking for Business Analysts!

Responsibilities

• Collaborate with business stakeholders to gather and document requirements, goals, and objectives.
• Analyze business processes and workflows, identifying areas for improvement or automation.
• Conduct data analysis to identify trends, patter"
"Lead Business Analyst - Credit Analyst - IT (Information Technology) - Bangalore, India",Societe Generale,Bengaluru,False,,,,,2026-04-08T00:00:00.000Z,https://careers.societegenerale.com/en/job-offers/lead-business-analyst-credit-analyst-2600073O-en,"Responsibilities

Experience: 12+ Years

Job Summary: We are seeking an experienced Principal Business Analyst / Consultant to lead and manage complex business analysis initiatives across multiple teams. The ideal candidate will have a proven track record in requirement gathering, stakeholder manage"
Business Analyst,Align Technology,Pune,False,,,,,2026-04-06T00:00:00.000Z,https://jobs.aligntech.com/en/postings/22e46811-1f15-4de8-8324-706019c2285a,"Business Analyst
Department: Research & Development
Employment Type: Full Time
Location: APAC-India-Pune

Description
We’re hiring a Business Analyst to support digital products in the healthcare/regulatory compliance space. You’ll work closely with Product, Engineering, UX, QA, DevOps, and stakehol"
Business Analyst - Payment,Luxoft,Bengaluru,False,,,,,2026-04-10T00:00:00.000Z,https://in.linkedin.com/jobs/view/business-analyst-payment-at-luxoft-4400386351,"Project Description:

We are seeking a skilled and detail-oriented professional Functional BA with good knowledge in implementing solutions in the Trade Finance domain. You will be responsible for integrating core banking systems, payment gateways, and other financial applications, troubleshooting m"
Deputy Manager - Senior Business Analyst Plant Controlling,Bosch Group,Vengadasalapuram,False,,,,,2026-04-06T00:00:00.000Z,https://jobs.smartrecruiters.com/BoschGroup/744000119020227-deputy-manager-senior-business-analyst-plant-controlling,"Company Description

BOSCH GanP

Job Description

• Product Cost Controlling - Product Costing, Budget controls & Driving Cost reductions

• Finalization of Monthly Results (FAR), Current Forecast (CF), Business Plan (BP) finalization & Management Reporting

• Project Cost calculations, Cost Enquiri"
Platform Business Analyst-Servicenow,Roche,Pune,False,,,,,2026-04-09T00:00:00.000Z,https://careers.roche.com/global/en/job/ROCHGLOBAL202603107741EXTERNALENGLOBAL/Platform-Business-Analyst-Servicenow,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how "
Business Analytics Analyst - Python / PySpark / Tableau,Early Career,Gurugram,False,,,,,2026-04-07T00:00:00.000Z,https://jobs.citi.com/job/haryana/business-analytics-analyst-python-pyspark-tableau/287/93490232768,"Business Analytics, Analyst – Analytics & Information Management (AIM), Gurugram

Excited to grow your career?
• We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open p"
Lead Business Analyst - Director - Business Analysis,131 Morgan Stanley Advantage Svcs,IN,False,,,,,2026-04-05T00:00:00.000Z,https://ms.wd5.myworkdayjobs.com/External/job/Mumbai-India/Lead-Business-Analyst---Director---Business-Analysis_PT-JR033587,Senior Business Analyst - Director - Business Analysis Profile Description We’re seeking someone to join our Finance Operations Risk Tech (FORT) team as a Senior Business Analyst in Operations Technology. CDRT (Counterparty Data and Regulatory Technology) is part of Operations Technology and is resp
Transformation Analyst Lead(6+Years on Business Process Analysis/Consulting with AI enabled Transformation experience),FIS Global,Pune,False,,,,,2026-04-10T23:00:00.000Z,https://careers.fisglobal.com/us/en/job/FIGLUSJR0305332EXTERNAL/Transformation-Analyst-Lead-6-Years-on-Business-Process-Analysis-Consulting-with-AI-enabled-Transformation-experience,"Position Type :
Full time

Type Of Hire :
Experienced (relevant combo of work and education)

Education Desired :
Associate's Degree

Business Process Analyst – AI Enablement & Change

Are you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most ch"
Senior Analyst - Business Intelligence,United Airlines,Gurugram,False,,,,,2026-04-09T00:00:00.000Z,https://careers.united.com/us/en/job/GGN00002438/Senior-Analyst-Business-Intelligence,"Achieving our goals starts with supporting yours. Grow your career, access top-tier health and wellness benefits, build lasting connections with your team and our customers, and travel the world using our extensive route network.

Come join us to create what’s next. Let’s define tomorrow, together.
"
Business Analyst (Contact Center Domain) with Capgemini (Pune),Skill Arbitrage Opportunities,Gurugram,False,,,,,2026-04-05T00:00:00.000Z,https://skillarbitragejobs.com/job-details/business-analyst-contact-center-domain-with-capgemini-pune?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"About the Organisation Capgemini is a global leader in consulting, technology services, and digital transformation. With over 340,000 professionals across more than 50 countries and a legacy of over 55 years, the organisation helps businesses transform and manage operations through technology. It of"
IN_Sr Associate_Business Analyst_iGT - Citizen and Business Services_Advisory_Jaipur,PwC India,Jaipur,False,,,,,2026-04-07T00:00:00.000Z,https://in.linkedin.com/jobs/view/in-sr-associate-business-analyst-igt-citizen-and-business-services-advisory-jaipur-at-pwc-india-4398507614?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Line of Service
Advisory

Industry/Sector
Not Applicable

Specialism
Deals

Management Level
Senior Associate

Job Description & Summary
At PwC, our people in data and analytics focus on leveraging data to drive insights and make informed business decisions. They utilise advanced analytics technique"
Business Analyst-Senior,Ernst & Young (EY),IN,False,,,,,2026-03-26T00:00:00.000Z,https://www.shine.com/jobs/business-analyst-senior/ernst-young-ey/18823610?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"As a Business Analyst at EY, your role will involve working on one or more Banking transformation projects. Your responsibilities will include:

- Demonstrating excellent business communication skills during client discussions and being able to convince the client on the proposed solutions.
- Workin"
Business Analyst- Tarde Surveillance,BNP Paribas India Solutions,Bengaluru,False,,,,,2026-03-26T00:00:00.000Z,https://group.bnpparibas/en/careers/job-offer/business-analyst-tarde-surveillance?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"About BNP Paribas India Solutions:Established in 2005, BNP Paribas India Solutions is a wholly owned subsidiary of BNP Paribas SA, European Union’s leading bank with an international reach. With delivery centers located in Bengaluru, Chennai and Mumbai, we are a 24x7 global delivery center. India So"
Trade Finance Business Analyst (with IMEX),Luxoft,IN,False,,,,,2026-04-06T00:00:00.000Z,https://in.indeed.com/viewjob?jk=d230aa149221afa2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Project description

We are seeking a skilled and detail-oriented professional Functional BA with good knowledge in implementing solutions in the Trade Finance domain. The ideal candidate will be responsible for integrating core banking systems, payment gateways, and other financial applications, tr"
Business Analyst Core Banking,Tata Consultancy Services,Mumbai,False,,,,,2026-04-01T00:00:00.000Z,https://bebee.com/in/jobs/business-analyst-core-banking-tata-consultancy-services-mumbai--theirstack-654805792?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"• Strong functional background and understanding of Core Banking. This is in the banking space with areas like Deposits , Loans , Trade Finance , CASA and related accounting

2.

Experience on a Core Banking system is a key skill needed

3.

Experience in Loans Operations , Trade Finance Operations "
Senior Technology Business Analyst,Conduent Business Services India LLP,Noida,False,,,,,2026-04-02T00:00:00.000Z,https://careers.conduent.com/us/en/job/21147/Senior-Technology-Business-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Through our dedicated associates, Conduent delivers mission-critical services and solutions on behalf of Fortune 100 companies and over 500 governments - creating exceptional outcomes for our clients and the millions of people who count on them. You have an opportunity to personally thrive, make a d"
Associate Business Analyst,UnitedHealth Group,Noida,False,,,,,2026-03-31T00:00:00.000Z,https://careers.unitedhealthgroup.com/job/noida/associate-business-analyst/34088/93475031888?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, yo"
Technology Business Analyst,Barclays,Pune,False,,,,,2026-03-24T00:00:00.000Z,https://search.jobs.barclays/job/pune/technology-business-analyst/13015/93183455760?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Join Barclays as a Technology Business Analyst role, where to support the organisation, achieve its strategic objectives by the identification of business requirements and solutions that address business problems and opportunities. At Barclays, we don't just anticipate the future - we're creating it"
"Senior Business Analyst Asset Stewardship- Assistant Manager | Bangalore, IN",State Street Corporation,Bengaluru,False,,,,,2026-04-08T00:00:00.000Z,https://www.efinancialcareers.com/jobs-India-Bangalore-Senior_Business_Analyst_Asset_Stewardship-_Assistant_Manager.id24098761?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Senior Business Analyst Asset Stewardship- Assistant Manager

{""description"": "" Company: State Street Investment Management

Division: Sustainable Investing

Opportunity: Senior Business Analyst, Asset Stewardship

Location: Bangalore, India

The Asset Stewardship team at State Street Investment Man"
Senior Business Process Analyst,Ecolab Inc.,Bengaluru,False,,,,,2026-04-09T00:00:00.000Z,https://jobs.ecolab.com/global/en/job/R00288774/Senior-Business-Process-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"• Ecolab is seeking a Senior SAP EHS IT Business Process Analyst to work on the Tier 2 SAP Support team. In this role you will work with users to address tickets that may involve functional configuration, troubleshooting, data correction and/or end user training. You will be responsible for providin"
"Business Analyst II, Global Data Analytics (GDA), Finance Operations",Amazon,IN,False,,,,,2026-04-02T00:00:00.000Z,https://www.shine.com/jobs/business-analyst-ii-global-data-analytics-gda-finance-operations/amazon/18862381?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"As a Business Analyst at ADCI HYD 13 SEZ, you will be an integral part of the high-visibility, growth-oriented, and dynamic Finance Operations, Global Data & Analytics (GDA) team. Your main responsibilities will include:

- Business partnering with Accounts Receivable and Accounts Payable leaders to"
Senior Consultant | Business Analyst | Delhi | Finance Transformation,Deloitte,IN,False,,,,,2026-04-04T00:00:00.000Z,"https://www.glassdoor.co.in/job-listing/senior-consultant-business-analyst-delhi-finance-transformation-deloitte-JV_KO0,63_KE64,72.htm?jl=1010056248455&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Job requisition ID :: 97277

Date: Apr 3, 2026

Location: Delhi

Designation: Senior Consultant

Entity: Deloitte Touche Tohmatsu India LLP

Role 1:

Agile Business Analyst, good in excel

Risk Management

FRM, CFA, Credit Risk, CBAP certified preferred

Tools: Calypso preferred

Role 2:

Agile Busi"
Sr business analyst,Katalytx Analytics,Gandhi Nagar,False,,,,,2026-04-09T00:00:00.000Z,https://www.recruit.net/job/sr-business-analyst-jobs/B92674F5C5B58497?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"We are seeking a Senior Business Analyst with a strong background in manufacturing processes and systems to join our client’s transformation journey. This role requires both domain expertise and the ability to drive strategic initiatives across complex enterprise environments.
Sr BA - Manufacturing "
Senior Analyst - BCG Vantage,Boston Consulting Group,Gurugram,False,,,,,2026-03-25T00:00:00.000Z,https://careers.bcg.com/ca/fr/job/56705/Senior-Analyst-BCG-Vantage?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring compl"
Business Analyst(Walkin),ADP,IN,False,,,,,2026-03-31T00:00:00.000Z,https://in.linkedin.com/jobs/view/business-analyst-walkin-at-adp-4395856904?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Date of drive – 2nd of April

ADP Private Limited

The Square, Survey No: 35,Hissa, No.9+10+11+12, Nagar Road, Wadgoansheri

Pune, Maharashtra - 411 014

Job title – Business Analyst

Number of open positions – 3

Job Title - Business Analyst & Scoping Analyst

Venue - ADP Pune

Time - 3pm - 5 pm

J"
Marketing Technology Business Analyst,Pearson India Education Services Pvt Ltd,Bengaluru,False,,,,,2026-04-06T00:00:00.000Z,https://apna.co/job/bengaluru/specialist-solution-architect-1139455705?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Specialist, Solution Architect

Marketing Technology Business Analyst

Role Summary

The Marketing Technology Business Analyst plays a critical role in enabling the success of our centralized Marketing Technology (MarTech) organization. Following the consolidation of marketing technology capabilitie"
"Business Analyst, IN Stores",Amazon.com,Bengaluru,False,,,,,2026-03-19T00:00:00.000Z,https://bebee.com/in/jobs/business-analyst-in-stores-amazoncom-bengaluru-karnataka--theirstack-646862554?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"## DESCRIPTION

About Amazon.com:

At Amazon, we're working to be the world’s most customer-centric company. Driving innovation on behalf of customers is core to our mission and the IPAT team within the Finance organization is responsible for partnering with the business to deliver on this mission. "
Banking - Sr Business Analyst - Officer,Early Career,Mumbai,False,,,,,2026-04-09T00:00:00.000Z,https://jobs.citi.com/job/mumbai/banking-sr-business-analyst-officer/287/92921827024?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Job Description

The Human Capital team plays a critical strategic role in the design, implementation, and execution of workforce strategies to support Banking (Investment Banking, Corporate Banking, Commercial Banking) business objectives.

Through this role you will contribute to an optimization o"
Business Analytics & AI Lead,A.P. Moller - Maersk,Bengaluru,False,,,,,2026-04-09T00:00:00.000Z,https://in.linkedin.com/jobs/view/business-analytics-ai-lead-at-a-p-moller-maersk-4400237407?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Job Title: P60160021 Business Analytics & AI Lead

Level: JL4

Location: India (Remote)

As a company, we promote a culture of honesty and integrity, and value the trust it allows us to build with customers and employees alike. Our focus on our people is what sets us apart and keeps our customers co"
Technology Research Analyst - AI and Emerging Technologies,Ernst & Young LLP ( EY India ),IN,False,,,,,2026-04-06T00:00:00.000Z,https://apna.co/job/thiruvananthapuram/ct-nitro-research-innovation-analyst-1002542944?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"CT - NITRO - Research Innovation Analyst

At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, t"
AI Project Business Analyst,Alstom,Bengaluru,False,,,,,2026-04-09T00:00:00.000Z,https://www.bayt.com/en/india/jobs/ai-project-business-analyst-74404578/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Req ID:509647

At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry. Every day, mor"
HIH - Machine Learning Analyst,The Cigna Group,Hyderabad,False,,,,,2026-04-05T00:00:00.000Z,https://jobs.thecignagroup.com/us/en/job/26000910/HIH-Machine-Learning-Analyst?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"Machine Learning (AI) Analyst

Position Overview

We’re looking for an Engineer who will be responsible for accelerating us on the embedded solutions(UI/API & LLM) journey for our platforms. The journey requires building foundational capabilities/patterns and enabling teams from a design, technical "
Remote AI Quality Analyst (Hindi) - 62139,Turing,Belagavi,False,,,,,2026-03-22T00:00:00.000Z,https://bebee.com/in/jobs/remote-ai-quality-analyst-hindi-62139-turing-belagavi--talent-d9aa1c0b095f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"About Turing:

Based in San Francisco, California, Turing is the world’s leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems.

Turing supports customers in two ways: first, by accelerating frontier research with high-quality da"
